image_id,perimeter,area,circularity
ISIC_0015483,13813.0,8856478.0,1.7143721834564092
ISIC_0012547,3467.0,572681.0,1.6702637076788973
ISIC_0012684,4322.0,859388.0,1.7296983690687955
ISIC_0012160,1708.0,109831.0,2.113688238766992
ISIC_0012201,2860.0,361298.0,1.8015928299000648
ISIC_0014038,5354.0,1072524.0,2.1268646373839637
ISIC_0014302,3900.0,579716.0,2.0878729278023447
ISIC_0012306,1815.0,157552.0,1.6638703171235496
ISIC_0013632,3849.0,1363349.0,0.8647267904523179
ISIC_0014211,5469.0,1344978.0,1.769663942769253
ISIC_0014608,4422.0,802550.0,1.9389004586842822
ISIC_0001852,1372.0,130493.0,1.1479187327944576
ISIC_0013215,6407.0,1675684.0,1.9494291735605518
ISIC_0015211,12059.0,13937869.0,0.830264268627003
ISIC_0014857,14814.0,18293678.0,0.9546271596568738
ISIC_0014037,7149.0,3710908.0,1.095974734712387
ISIC_0013793,2733.0,301302.0,1.972728799894989
ISIC_0014931,17414.0,7896961.0,3.055816158465608
ISIC_0007332,2387.0,530766.0,0.8542635558285246
ISIC_0007235,2788.0,728319.0,0.8492861369650451
ISIC_0012151,5920.0,1558295.0,1.78971497616812
ISIC_0014572,2424.0,274107.0,1.7058280067651035
ISIC_0007528,1297.0,165858.0,0.8071117391493753
ISIC_0012876,1123.0,111545.0,0.8997037707944726
ISIC_0007796,1763.0,280691.0,0.8811833302724228
ISIC_0014829,7781.0,2637887.0,1.8264373469206474
ISIC_0012316,1522.0,109056.0,1.6903236832145232
ISIC_0012513,6504.0,1756168.0,1.9168368143459071
ISIC_0015124,17115.0,12048040.0,1.9347619697963092
ISIC_0013518,12142.0,4680699.0,2.5064548106556965
ISIC_0013421,7103.0,1837528.0,2.184941430615655
ISIC_0012965,1029.0,51363.0,1.6404783511318028
ISIC_0014558,8184.0,2094081.0,2.5452350840529
ISIC_0012400,4627.0,1669033.0,1.020761335348686
ISIC_0013562,3772.0,681634.0,1.6610482926558807
ISIC_0014618,2432.0,205415.0,2.2913167152592515
ISIC_0003657,2342.0,340261.0,1.2827787099918806
ISIC_0015445,19517.0,12049938.0,2.5155412763842304
ISIC_0015043,14467.0,9769837.0,1.7047463956801467
ISIC_0015144,7891.0,2930205.0,1.691049100149633
ISIC_0013104,4828.0,867947.0,2.137132517893232
ISIC_0014945,5833.0,1551024.0,1.74564356114411
ISIC_0015401,12643.0,6776275.0,1.877151778749642
ISIC_0004337,1514.0,208243.0,0.8759341825066632
ISIC_0007241,1970.0,346920.0,0.8902116030285607
ISIC_0013663,8854.0,2268716.0,2.7497235764117165
ISIC_0015062,23002.0,27706864.0,1.5196163626998145
ISIC_0012720,4861.0,980396.0,1.917961333509688
ISIC_0012221,1929.0,195511.0,1.514549228937526
ISIC_0014623,7048.0,1937167.0,2.0405858210080776
ISIC_0014989,13078.0,7256479.0,1.875628655839454
ISIC_0012288,2885.0,361677.0,1.831305835339323
ISIC_0013828,5824.0,1907682.0,1.414903714302322
ISIC_0014568,2300.0,478914.0,0.8789987857487215
ISIC_0014637,1764.0,290534.0,0.8522957722663757
ISIC_0006914,2905.0,696672.0,0.9639489915096933
ISIC_0015496,13742.0,8951522.0,1.6787775043589013
ISIC_0015372,15072.0,23573976.0,0.7668299554555399
ISIC_0012313,1818.0,165307.0,1.5910603366211278
ISIC_0014616,1876.0,175929.0,1.5919094833682403
ISIC_0012492,2269.0,466837.0,0.8775944301453541
ISIC_0012210,4846.0,791881.0,2.359918651644775
ISIC_0013188,1356.0,92544.0,1.5811069515096563
ISIC_0013637,4099.0,791346.0,1.6895831166116655
ISIC_0003539,2063.0,317040.0,1.0682540121055242
ISIC_0012254,8369.0,3797888.0,1.4675574737988835
ISIC_0015313,18567.0,18584836.0,1.476096932565494
ISIC_0014809,10591.0,4795895.0,1.8612058368890287
ISIC_0013549,3102.0,907406.0,0.8438632547212748
ISIC_0014633,1400.0,97563.0,1.5986782307847998
ISIC_0012434,2110.0,225711.0,1.569648183162157
ISIC_0013863,1131.0,108573.0,0.9375479914913097
ISIC_0007141,3312.0,1003497.0,0.8698707221224496
ISIC_0012538,2556.0,273727.0,1.899302751083402
ISIC_0013945,3061.0,262402.0,2.841513045902731
ISIC_0012204,1427.0,171424.0,0.9452930339724197
ISIC_0012380,2388.0,550653.0,0.8241016264317358
ISIC_0013527,642.0,32944.0,0.9955976500201547
ISIC_0015627,8751.0,3193093.0,1.9085077855753478
ISIC_0006671,1359.0,173787.0,0.8456911059299682
ISIC_0012956,1959.0,196131.0,1.557086593042018
ISIC_0013491,2921.0,398097.0,1.7055495655598212
ISIC_0014937,16227.0,22310872.0,0.9391826557296219
ISIC_0003462,1344.0,161705.0,0.8889252134592062
ISIC_0014428,3284.0,525860.0,1.6320230783342216
ISIC_0001871,1720.0,205116.0,1.1477505012847928
ISIC_0014712,18528.0,24292956.0,1.1245191522126778
ISIC_0013132,1940.0,173736.0,1.7238670851771
ISIC_0015243,18599.0,19736156.0,1.3947833536415106
ISIC_0014601,2878.0,728470.0,0.904815525455249
ISIC_0012660,2271.0,211341.0,1.9419616374835167
ISIC_0014946,13953.0,9223399.0,1.6797100783654617
ISIC_0013501,3059.0,809661.0,0.9196993285081607
ISIC_0013702,4594.0,1781222.0,0.9428748837999373
ISIC_0012746,1717.0,125176.0,1.8741729126383757
ISIC_0012143,5267.0,1124326.0,1.9634711249632324
ISIC_0014620,1957.0,352503.0,0.864587534922472
ISIC_0012222,1947.0,194086.0,1.5542748850180967
ISIC_0012126,1262.0,75301.0,1.6830929548455438
ISIC_0012927,7712.0,2175381.0,2.1756490765786918
ISIC_0009995,3024.0,725199.0,1.0034517924593882
ISIC_0014624,3520.0,496817.0,1.9846275458426543
ISIC_0014139,4107.0,807751.0,1.661736033567552
ISIC_0012959,2110.0,408356.0,0.8675931321438002
ISIC_0014985,19027.0,17073688.0,1.687343222265161
ISIC_0014162,2644.0,307338.0,1.8100758615115347
ISIC_0012383,4988.0,1194775.0,1.6571312181951252
ISIC_0013651,6906.0,4205941.0,0.902360565622663
ISIC_0014310,3441.0,589944.0,1.5971609845474044
ISIC_0014217,11204.0,4336071.0,2.303774418226486
ISIC_0014611,3431.0,1041865.0,0.8991251035625504
ISIC_0013232,3501.0,467956.0,2.0843437167514725
ISIC_0010459,2438.0,534984.0,0.884131257726496
ISIC_0013010,1151.0,121204.0,0.8698088667167999
ISIC_0008524,2245.0,323767.0,1.2387687628089488
ISIC_0008025,2636.0,629078.0,0.8789748532409832
ISIC_0012335,1922.0,169693.0,1.7323393681432973
ISIC_0007156,2019.0,384761.0,0.8430857116197089
ISIC_0001769,2013.0,216160.0,1.4917716658811586
ISIC_0006651,2116.0,426141.0,0.836119095412628
ISIC_0012191,1599.0,221207.0,0.9197889706300006
ISIC_0013736,5495.0,1376523.0,1.745589243889625
ISIC_0015256,18790.0,25221610.0,1.1139633184259699
ISIC_0014212,8006.0,6376677.0,0.7998837766124954
ISIC_0003582,3566.0,1074487.0,0.9417847379802091
ISIC_0014635,2786.0,615555.0,1.003426339377392
ISIC_0014688,25900.0,24353712.0,2.1919189849882907
ISIC_0014055,9615.0,4043937.0,1.8192162722641
ISIC_0013082,2256.0,254836.0,1.5893060879235128
ISIC_0007344,2625.0,522771.0,1.0489076763464227
ISIC_0012127,1103.0,106564.0,0.9085119560080689
ISIC_0014178,3728.0,574904.0,1.923741052951512
ISIC_0014979,14431.0,15588492.0,1.0631116685510111
ISIC_0013127,7286.0,1884716.0,2.241416436579295
ISIC_0014382,8243.0,2726452.0,1.9831834040828933
ISIC_0012159,2862.0,328058.0,1.9869125911930372
ISIC_0015443,13775.0,9732988.0,1.551412059869311
ISIC_0013644,3545.0,1102493.0,0.9070824706866284
ISIC_0012206,3828.0,630098.0,1.8506568245037345
ISIC_0013898,3576.0,586840.0,1.7340653002112203
ISIC_0013561,2274.0,435348.0,0.9452234838610327
ISIC_0012099,1353.0,88455.0,1.6468852592759675
ISIC_0006815,1739.0,147851.0,1.6276650332361824
ISIC_0012109,1662.0,129415.0,1.6985078492675862
ISIC_0012256,3560.0,1071587.0,0.9411583412123536
ISIC_0013128,3337.0,470897.0,1.8818136986335376
ISIC_0003805,1414.0,136235.0,1.167885479495589
ISIC_0014597,1129.0,60042.0,1.6893625780086987
ISIC_0014610,2141.0,183480.0,1.9880840410263252
ISIC_0012417,12146.0,5936063.0,1.9776898655383104
